phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,weight_distribution,stance_width_ratio,62.4221555516581,12.48443111033162,1.2751556888966837,0.9,1.2,0.07515568889668378,moderate,0.751556888966838,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,143,85.2137020142608
Address,address,posture,spine_angle,94.01278628267971,32.904475198937895,-6.796164115196089,-5.0,10.0,-1.7961641151960892,strength,0.20955248010621005,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,143,85.2137020142608
Address,address,grip,wrist_angle,100.0,10.0,176.58367865609335,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",143,85.2137020142608
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,171.08884200610896,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,158,100.0
Takeaway,takeaway,hip_lag,x_factor,100.0,50.0,4.934986747986443,1.0,10.0,0.0,strength,0.0,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,158,100.0
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,175.2168614866169,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,158,100.0
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.0163778883605551,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,158,100.0
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,144.47808764139822,155.0,180.0,-10.521912358601782,critical,0.5,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,164,90.0
Mid-backswing,mid_backswing,coil,x_factor,100.0,30.0,5.243753430350864,2.0,14.0,0.0,strength,0.0,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,164,90.0
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,179.87641926916314,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,164,90.0
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,171.02041298559362,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,164,90.0
Top,top,coil,shoulder_rotation,50.0,17.5,156.58199040266285,170.0,185.0,-13.418009597337146,critical,1.4,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,177,75.91073561043675
Top,top,posture,spine_angle,67.05367805218373,13.410735610436745,-15.907117267475904,-8.0,12.0,-7.907117267475904,moderate,0.5271411511650604,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,177,75.91073561043675
Top,top,stability,head_displacement,100.0,25.0,0.04480120467340108,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,177,75.91073561043675
Top,top,wrist_angle,wrist_angle,100.0,20.0,169.12850344236983,145.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,177,75.91073561043675
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,33.33333333333333,4.999999999999999,,75.0,100.0,,critical,2.5,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,181,82.5
Mid-downswing,mid_downswing,upper_body_lag,x_factor,75.0,22.5,15.821070419408926,0.0,5.0,10.821070419408926,minor,1.875,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,181,82.5
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,167.9171865772598,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,181,82.5
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,175.77115357276384,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,181,82.5
