phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,grip,wrist_angle,50.0,5.0,156.16510570597686,160.0,180.0,-3.834894294023144,critical,0.5,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",100,92.29311168923572
Address,address,posture,spine_angle,100.0,35.0,3.341581665414707,-5.0,10.0,0.0,strength,0.0,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,100,92.29311168923572
Address,address,weight_distribution,stance_width_ratio,100.0,20.0,1.0912054305592431,0.9,1.2,0.0,strength,0.0,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,100,92.29311168923572
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,178.51916606085072,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,124,99.97451762735088
Takeaway,takeaway,hip_lag,x_factor,100.0,50.0,1.4741097753253598,1.0,10.0,0.0,strength,0.0,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,124,99.97451762735088
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,179.23448997360816,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,124,99.97451762735088
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.059012480289572636,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,124,99.97451762735088
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,153.28021501904482,155.0,180.0,-1.7197849809551826,critical,1.3,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,128,80.99766875305792
Mid-backswing,mid_backswing,coil,x_factor,70.1160084218408,21.03480252655224,0.8046403368736321,2.0,14.0,-1.1953596631263679,moderate,1.1654756715482086,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,128,80.99766875305792
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,178.2420933334311,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,128,80.99766875305792
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,164.50677444093515,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,128,80.99766875305792
Top,top,coil,shoulder_rotation,66.8285361177908,23.38998764122678,177.9449492131011,170.0,185.0,0.0,moderate,0.9288009887018575,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,145,83.0108916400386
