phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,weight_distribution,stance_width_ratio,50.0,10.0,1.4750031409958955,0.9,1.2,0.2750031409958955,critical,1.0,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,182,81.41521660937177
Address,address,posture,spine_angle,94.05683084597612,32.91989079609164,-6.78295074620716,-5.0,10.0,-1.7829507462071597,strength,0.20801092039083569,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,182,81.41521660937177
Address,address,grip,wrist_angle,100.0,10.0,166.56638890446692,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",182,81.41521660937177
Takeaway,takeaway,hip_lag,x_factor,89.24489865729726,44.62244932864863,0.7848979731459451,1.0,10.0,-0.21510202685405488,minor,0.43020405370810977,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,199,94.62244932864863
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,177.9379293755875,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,199,94.62244932864863
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,170.50697698206946,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,199,94.62244932864863
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.01921452059669491,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,199,94.62244932864863
Mid-backswing,mid_backswing,coil,x_factor,52.4482233644612,15.73446700933836,0.09792893457844798,2.0,14.0,-1.902071065421552,critical,0.713276649533082,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,202,75.73446700933836
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,145.0804181706548,155.0,180.0,-9.91958182934519,critical,0.5,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,202,75.73446700933836
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,178.0000649958703,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,202,75.73446700933836
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,165.1110153592284,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,202,75.73446700933836
Top,top,posture,spine_angle,76.3045280595473,15.26090561190946,-13.68691326570865,-8.0,12.0,-5.68691326570865,minor,0.3791275510472433,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,211,95.26090561190946
Top,top,coil,shoulder_rotation,100.0,35.0,177.5387145113948,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,211,95.26090561190946
Top,top,stability,head_displacement,100.0,25.0,0.039118763730618254,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,211,95.26090561190946
Top,top,wrist_angle,wrist_angle,100.0,20.0,179.05200634608718,145.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,211,95.26090561190946
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,16.666666666666664,2.4999999999999996,,75.0,100.0,,critical,3.1250000000000004,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,215,80.0
Mid-downswing,mid_downswing,upper_body_lag,x_factor,75.0,22.5,12.492628996332655,0.0,5.0,7.492628996332655,minor,1.875,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,215,80.0
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,179.21695968796402,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,215,80.0
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,179.27298974578264,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,215,80.0
Impact,impact,x_factor_unwind,x_factor,50.0,22.5,19.54358178153231,0.0,18.0,1.5435817815323105,critical,6.75,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,218,62.5
Impact,impact,arm_extension,lead_arm_angle,50.0,15.0,113.56667482371888,155.0,175.0,-41.433325176281116,critical,4.5,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,218,62.5
