phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,posture,spine_angle,100.0,35.0,-1.5863072650833638,-5.0,10.0,0.0,strength,0.0,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,44,100.00000000000001
Address,address,grip,wrist_angle,100.0,10.0,176.9209797228799,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",44,100.00000000000001
Address,address,weight_distribution,stance_width_ratio,100.0,20.0,1.1809668211665316,0.9,1.2,0.0,strength,0.0,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,44,100.00000000000001
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,173.8432997983732,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,79,100.0
Takeaway,takeaway,hip_lag,x_factor,100.0,50.0,4.995390166608615,1.0,10.0,0.0,strength,0.0,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,79,100.0
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,179.76679761327364,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,79,100.0
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.020026385008327433,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,79,100.0
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,132.1185531772895,155.0,180.0,-22.8814468227105,critical,0.5,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,88,90.0
Mid-backswing,mid_backswing,coil,x_factor,100.0,30.0,8.490673865099808,2.0,14.0,0.0,strength,0.0,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,88,90.0
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,170.4504754781988,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,88,90.0
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,179.53665341662048,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,88,90.0
Top,top,coil,shoulder_rotation,100.0,35.0,175.4358950079854,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,122,100.0
Top,top,posture,spine_angle,100.0,20.0,-2.9263746160216306,-8.0,12.0,0.0,strength,0.0,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,122,100.0
Top,top,stability,head_displacement,100.0,25.0,0.059094381118932116,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,122,100.0
Top,top,wrist_angle,wrist_angle,100.0,20.0,147.56633436744255,145.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,122,100.0
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,16.666666666666664,2.4999999999999996,,75.0,100.0,,critical,3.1250000000000004,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,139,80.0
Mid-downswing,mid_downswing,upper_body_lag,x_factor,75.0,22.5,8.00340179696775,0.0,5.0,3.0034017969677507,minor,1.875,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,139,80.0
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,161.3468747461221,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,139,80.0
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,177.7250734063218,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,139,80.0
Impact,impact,lag_release,lag_angle,50.0,1.0,150.91249255309725,160.0,180.0,-9.087507446902748,critical,0.3,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,156,99.0
Impact,impact,x_factor_unwind,x_factor,100.0,45.0,12.064177850404832,0.0,18.0,0.0,strength,0.0,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,156,99.0
Impact,impact,arm_extension,lead_arm_angle,100.0,30.0,163.66656759444666,155.0,175.0,0.0,strength,0.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,156,99.0
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,150.91249255309725,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,156,99.0
Impact,impact,stability,head_displacement,100.0,13.0,0.013604781358960637,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",156,99.0
Follow-through,follow_through,deceleration,x_factor,100.0,10.0,11.67282624398652,10.0,20.0,0.0,strength,0.0,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,161,100.0
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-15.800949267378911,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,161,100.0
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,168.6267781155777,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,161,100.0
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,169.3941100074964,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,161,100.0
Finish,finish,symmetry,x_factor,50.0,10.0,16.55654170850491,0.0,6.0,10.55654170850491,critical,0.4,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,248,83.95599674860557
Finish,finish,rotation,hip_rotation,69.77998374302786,13.955996748605571,153.95599674860557,160.0,175.0,-6.044003251394429,moderate,0.24176013005577715,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,248,83.95599674860557
Finish,finish,balance,head_displacement,100.0,35.0,0.07626744118160145,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,248,83.95599674860557
Finish,finish,posture,spine_angle,100.0,25.0,-9.530051035327208,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,248,83.95599674860557
