phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,posture,spine_angle,100.0,35.0,0.22749813854903528,-5.0,10.0,0.0,strength,0.0,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,25,100.00000000000001
Address,address,grip,wrist_angle,100.0,10.0,168.35830758873388,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",25,100.00000000000001
Address,address,weight_distribution,stance_width_ratio,100.0,20.0,1.1460734056940307,0.9,1.2,0.0,strength,0.0,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,25,100.00000000000001
Takeaway,takeaway,hip_lag,x_factor,59.88215839197295,29.941079195986475,0.197643167839459,1.0,10.0,-0.802356832160541,critical,1.604713664321082,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,54,79.94107919598648
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,177.71277707166513,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,54,79.94107919598648
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,172.83128076237824,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,54,79.94107919598648
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.01465384624396239,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,54,79.94107919598648
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,143.48726515149735,155.0,180.0,-11.512734848502646,critical,0.5,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,58,90.0
Mid-backswing,mid_backswing,coil,x_factor,100.0,30.0,6.70231352853736,2.0,14.0,0.0,strength,0.0,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,58,90.0
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,172.34166617434818,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,58,90.0
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,173.9565279880209,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,58,90.0
