phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,weight_distribution,stance_width_ratio,62.9817084026414,12.596341680528282,1.2740365831947171,0.9,1.2,0.07403658319471718,moderate,0.7403658319471721,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,26,88.60975643158199
Address,address,posture,spine_angle,100.0,35.0,4.659416769159175,-5.0,10.0,0.0,strength,0.0,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,26,88.60975643158199
Address,address,grip,wrist_angle,100.0,10.0,170.7271274649814,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",26,88.60975643158199
Takeaway,takeaway,hip_lag,x_factor,52.100178573446954,26.050089286723477,0.04200357146893907,1.0,10.0,-0.9579964285310609,critical,1.9159928570621219,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,67,76.05008928672348
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,176.97379634254168,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,67,76.05008928672348
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,168.3696870391307,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,67,76.05008928672348
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.021318731445427473,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,67,76.05008928672348
Mid-backswing,mid_backswing,coil,x_factor,57.92072601000129,17.376217803000387,0.31682904040005155,2.0,14.0,-1.6831709595999484,critical,0.6311891098499807,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,74,87.37621780300039
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,177.49184154966764,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,74,87.37621780300039
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,160.59464329262673,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,74,87.37621780300039
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,100.0,20.0,156.27358868325635,155.0,180.0,0.0,strength,0.0,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,74,87.37621780300039
Top,top,wrist_angle,wrist_angle,0.0,0.0,119.56759159718519,145.0,180.0,-25.432408402814815,critical,1.6,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,86,73.76853885356562
Top,top,posture,spine_angle,68.84269426782805,13.76853885356561,-15.477753375721267,-8.0,12.0,-7.477753375721267,moderate,0.49851689171475116,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,86,73.76853885356562
Top,top,coil,shoulder_rotation,100.0,35.0,176.85916330997898,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,86,73.76853885356562
Top,top,stability,head_displacement,100.0,25.0,0.025604799743825554,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,86,73.76853885356562
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,33.33333333333333,4.999999999999999,,75.0,100.0,,critical,2.5,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,91,88.60452368201783
Mid-downswing,mid_downswing,upper_body_lag,x_factor,95.34841227339275,28.604523682017824,1.0609969092897131,0.0,5.0,0.0,strength,0.34886907949554347,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,91,88.60452368201783
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,162.60914739522505,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,91,88.60452368201783
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,178.19471901561215,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,91,88.60452368201783
Impact,impact,arm_extension,lead_arm_angle,82.42656288299656,24.72796886489897,153.24265628829966,155.0,175.0,-1.7573437117003436,minor,1.5816093405303093,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,93,94.72796886489897
Impact,impact,lag_release,lag_angle,100.0,2.0,178.27086567070998,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,93,94.72796886489897
Impact,impact,x_factor_unwind,x_factor,100.0,45.0,7.109614270572422,0.0,18.0,0.0,strength,0.0,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,93,94.72796886489897
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,178.27086567070998,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,93,94.72796886489897
Impact,impact,stability,head_displacement,100.0,13.0,0.03135963790219023,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",93,94.72796886489897
Follow-through,follow_through,deceleration,x_factor,50.0,5.0,4.36254536840525,10.0,20.0,-5.63745463159475,critical,0.5,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,94,95.0
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-9.059102076289625,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,94,95.0
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,174.1739380926746,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,94,95.0
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,171.91669882640747,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,94,95.0
Finish,finish,rotation,hip_rotation,0.0,0.0,8.54978033352103,160.0,175.0,-151.45021966647897,critical,0.8,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,100,80.0
Finish,finish,balance,head_displacement,100.0,35.0,0.03974727703212429,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,100,80.0
Finish,finish,posture,spine_angle,100.0,25.0,-5.916142265573546,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,100,80.0
Finish,finish,symmetry,x_factor,100.0,20.0,2.735122759886739,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,100,80.0
