phase,phase_key,component,metric_name,raw_score,weighted_score,measured_value,target_min,target_max,delta_from_target,severity,priority_score,cue,drill,key_frame,phase_score
Address,address,weight_distribution,stance_width_ratio,50.0,10.0,1.5848811497940136,0.9,1.2,0.38488114979401367,critical,1.0,Center pressure between your feet with shoulder-width stance.,Feet-line setup drill: align heels to a marked shoulder-width line.,93,77.35684274111682
Address,address,posture,spine_angle,86.51985080493122,30.281947781725925,-9.04404475852063,-5.0,10.0,-4.044044758520631,minor,0.4718052218274072,Set your chest over the ball with a neutral spine and soft knees.,Mirror setup holds: 3 x 20s maintaining neutral posture.,93,77.35684274111682
Address,address,grip,wrist_angle,100.0,10.0,179.37323364712404,160.0,180.0,0.0,strength,0.0,Keep wrists quiet and avoid excessive cupping at setup.,"Setup-and-freeze repetitions: 10 reps, check wrist angle each rep.",93,77.35684274111682
Takeaway,takeaway,hip_lag,x_factor,77.32475259537068,38.66237629768534,0.5464950519074137,1.0,10.0,-0.45350494809258635,minor,0.9070098961851727,Let shoulders start first; keep hips quieter early.,Pause-at-P2 drill with hips quiet: 8 reps.,119,88.66237629768534
Takeaway,takeaway,shoulder_rotation,shoulder_rotation,100.0,15.0,175.31730927158242,165.0,180.0,0.0,strength,0.0,Start takeaway with one-piece turn from chest and shoulders.,Cross-arm takeaway drill: 2 x 10 slow reps.,119,88.66237629768534
Takeaway,takeaway,wrist_position,wrist_angle,100.0,15.0,165.52164778613542,160.0,180.0,0.0,strength,0.0,"Allow a gentle hinge, not an abrupt set.",Slow takeaway to shaft-parallel with 2s pause: 10 reps.,119,88.66237629768534
Takeaway,takeaway,club_path,head_displacement,100.0,20.0,0.0031958269175392756,0.0,8.0,0.0,strength,0.0,Keep head steady and move club on-plane early.,Alignment-stick takeaway drill: 2 x 8 reps.,119,88.66237629768534
Mid-backswing,mid_backswing,shaft_plane,lead_arm_angle,50.0,10.0,142.15626185207717,155.0,180.0,-12.843738147922835,critical,0.5,Keep lead arm structure and shaft on a repeatable plane.,Pump-to-top drill with mirror feedback: 8 reps.,130,90.0
Mid-backswing,mid_backswing,coil,x_factor,100.0,30.0,4.235062991786208,2.0,14.0,0.0,strength,0.0,Increase torso coil while keeping lower body stable.,Resistance-band turn drill: 2 x 10 reps.,130,90.0
Mid-backswing,mid_backswing,shoulder_rotation,shoulder_rotation,100.0,25.0,172.73711986835409,170.0,185.0,0.0,strength,0.0,Complete shoulder turn to the top without lifting.,Wall-turn drill to feel depth: 2 x 8 reps.,130,90.0
Mid-backswing,mid_backswing,wrist_hinge,wrist_angle,100.0,25.0,177.66631336843696,150.0,180.0,0.0,strength,0.0,Set wrists progressively through mid-backswing.,Half-swing hinge checkpoints: 10 reps.,130,90.0
Top,top,posture,spine_angle,48.01929335217178,9.603858670434356,-20.196141329565645,-8.0,12.0,-12.196141329565645,critical,0.8316913063652516,Maintain spine posture at the top without standing up.,Top freeze with posture check: 8 reps.,185,89.60385867043436
Top,top,coil,shoulder_rotation,100.0,35.0,172.09461289992504,170.0,185.0,0.0,strength,0.0,Reach a full but balanced top turn.,Top-position hold drill: 6 reps x 3s hold.,185,89.60385867043436
Top,top,stability,head_displacement,100.0,25.0,0.01797405924050994,0.0,3.0,0.0,strength,0.0,Minimize sway and keep head stable at transition.,Head-stability wall reference drill: 2 x 8 reps.,185,89.60385867043436
Top,top,wrist_angle,wrist_angle,100.0,20.0,174.57491191471564,145.0,180.0,0.0,strength,0.0,Preserve wrist set at the top into transition.,Top-to-transition pump drill: 10 reps.,185,89.60385867043436
Mid-downswing,mid_downswing,kinematic_sequence,kinematic_sequence,16.666666666666664,2.4999999999999996,,75.0,100.0,,critical,3.1250000000000004,"Start down with lower body, then torso, then arms.",Step-through sequencing drill: 2 x 8 reps.,193,87.5
Mid-downswing,mid_downswing,lag,lag_angle,100.0,5.0,177.55683416488168,160.0,180.0,0.0,strength,0.0,Retain lag longer before release.,Pump-downswing lag drill: 3 x 6 reps.,193,87.5
Mid-downswing,mid_downswing,hip_rotation,hip_rotation,100.0,50.0,178.87406564692495,170.0,185.0,0.0,strength,0.0,Rotate hips through the downswing instead of sliding.,Chair-hip rotation drill: 2 x 10 reps.,193,87.5
Mid-downswing,mid_downswing,upper_body_lag,x_factor,100.0,30.0,2.19993864857139,0.0,5.0,0.0,strength,0.0,Let torso follow hips; avoid throwing arms early.,Split-grip transition drill: 2 x 8 reps.,193,87.5
Impact,impact,x_factor_unwind,x_factor,16.619565130767683,7.478804308845457,26.476086973846463,0.0,18.0,8.476086973846463,critical,11.256358707346363,Unwind through impact with chest and hips synced.,Slow-motion impact checkpoints: 10 reps.,205,62.478804308845454
Impact,impact,lag_release,lag_angle,100.0,2.0,176.50494994498501,160.0,180.0,0.0,strength,0.0,"Release lag at impact, not too early.",Impact bag with delayed release feel: 12 reps.,205,62.478804308845454
Impact,impact,arm_extension,lead_arm_angle,100.0,30.0,172.7477704280175,155.0,175.0,0.0,strength,0.0,Extend lead arm through strike for compression.,One-arm extension drill: 2 x 8 reps.,205,62.478804308845454
Impact,impact,wrist_angle,wrist_angle,100.0,10.0,176.50494994498501,150.0,180.0,0.0,strength,0.0,Maintain wrist structure through contact.,Punch-shot impact control drill: 2 x 10 reps.,205,62.478804308845454
Impact,impact,stability,head_displacement,100.0,13.0,0.02884988940676643,0.0,3.0,0.0,strength,0.0,Stabilize head and trunk through impact.,"Impact hold drill: freeze 1s after contact, 10 reps.",205,62.478804308845454
Follow-through,follow_through,deceleration,x_factor,21.78812573762337,2.1788125737623374,25.442374852475325,10.0,20.0,5.442374852475325,critical,0.7821187426237663,Decelerate smoothly after release.,Three-quarter finish hold drill: 8 reps.,211,92.17881257376234
Follow-through,follow_through,posture,spine_angle,100.0,35.0,-20.150097593084986,-30.0,20.0,0.0,strength,0.0,Keep posture as chest rotates to target.,Post-impact posture checkpoints: 10 reps.,211,92.17881257376234
Follow-through,follow_through,arm_swing,lead_arm_angle,100.0,30.0,174.9221841761798,160.0,175.0,0.0,strength,0.0,Allow natural arm fold around the body.,Finish-wrap rehearsal drill: 2 x 8 reps.,211,92.17881257376234
Follow-through,follow_through,rotation,hip_rotation,100.0,25.0,171.50607996930438,165.0,180.0,0.0,strength,0.0,Continue rotating to a complete exit.,Belt-buckle-to-target drill: 2 x 10 reps.,211,92.17881257376234
Finish,finish,rotation,hip_rotation,92.67655493836386,18.535310987672773,176.46468901232723,160.0,175.0,1.4646890123272271,strength,0.05858756049308909,Complete body rotation fully toward target.,Step-and-turn finish drill: 2 x 8 reps.,253,98.53531098767277
Finish,finish,balance,head_displacement,100.0,35.0,0.07634156006389328,0.0,4.0,0.0,strength,0.0,Finish tall and balanced over lead side.,Finish pose holds: 6 reps x 3s.,253,98.53531098767277
Finish,finish,posture,spine_angle,100.0,25.0,-3.5634609447454237,-10.0,12.0,0.0,strength,0.0,Keep stable spine through the finish pose.,Finish mirror holds: 2 x 8 reps.,253,98.53531098767277
Finish,finish,symmetry,x_factor,100.0,20.0,1.4348092817436395,0.0,6.0,0.0,strength,0.0,"Hold a controlled, symmetric finish position.",Count-to-two finish freeze drill: 10 reps.,253,98.53531098767277
